wid,label,genres,materials,image,year,year_bin,years,image_path,genres_encoded,materials_encoded,years_encoded
Q110645995,Object,public art,metal,https://upload.wikimedia.org/wikipedia/commons/6/64/Denhaag_kunstwerk_object_teldersweg.jpg,1984,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110645995_0.png,8,4,11
Q110646079,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/7/74/Denhaag_kunstwerk_pitcher.jpg,1986,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110646079_0.png,8,1,11
Q110646131,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/a/ab/Denhaag_kunstwerk_rasp.jpg,1968,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110646131_0.png,8,1,10
Q110659199,Drie mijlpalen,public art,wood,"[https://upload.wikimedia.org/wikipedia/commons/2/25/Drie_mijlpalen_Zeddam_Hermine_Grob_%28Q110659199%29_-_1.jpg, https://upload.wikimedia.org/wikipedia/commons/a/af/Drie_mijlpalen_Zeddam_Hermine_Grob_%28Q110659199%29_-_2.jpg]",2007,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q110659199_0.png,8,8,12
Q110662535,Per Adriano,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/7/7e/Denhaag_kunstwerk_per_adriano.jpg,1993,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110662535_0.png,8,1,11
Q110662711,Constellation,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/f/f3/Berlin%2C_Tiergarten%2C_Potsdamer_Strasse_33%2C_Ibero-Amerikanisches_Institut%2C_Skulptur_Constellation_von_Bernhard_Heiliger.jpg,1991,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110662711_0.png,1,4,11
Q110667594,Stele,public art,metal,https://upload.wikimedia.org/wikipedia/commons/d/d5/Stele_%28Hans-Joachim_Frielinghaus%29_Von-Melle-Park_%283%29.jpg,1978,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110667594_0.png,8,4,10
Q110677663,stone,public art,marble,https://upload.wikimedia.org/wikipedia/commons/5/5c/Berlin_Neue_Nationalgalerie_Karl_Prantl%2C_untitled.jpg,1984,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110677663_0.png,8,3,11
Q110736144,Gallileo,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/1/12/Skulptur_Theaterufer_%28Tierg%29_Galileo%26Mark_di_Suvero%261996.jpg,1996,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110736144_0.png,1,4,11
Q110801565,The Thing,public art,stone,https://upload.wikimedia.org/wikipedia/commons/6/60/Susanne_Ri%C3%A9e_-_Das_Ding_01.jpg,1968,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110801565_0.png,8,6,10
Q110804076,Stele,abstract art,stone,https://upload.wikimedia.org/wikipedia/commons/4/4a/Skulptur_Gutspark_Britz_%28Britz%29_Stein.jpg,1970,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110804076_0.png,1,6,10
Q110826366,Scrutant l'horizon,public art,Other,https://upload.wikimedia.org/wikipedia/commons/5/5a/Denhaag_kunstwerk_scrutant_l%27horizon.jpg,1964,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110826366_0.png,8,0,10
Q110831264,Hercules,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/d/d1/Skulptur_Reichpietschufer_50_%28Tierg%29_Herkules%26Matschinsky-Denninghoff%261972.jpg,1972,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110831264_0.png,1,4,10
Q110855538,Africa IV,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/1/1a/Matschinsky-Denninghoff_Berlin-077.jpg,1962,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q110855538_0.png,1,4,10
Q110883238,La Baigneuse drapée by Aristide Maillol,nude,bronze,https://upload.wikimedia.org/wikipedia/commons/7/75/Aristide_Maillol_-_Baigneuse_drap%C3%A9e_03.jpg,1921,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q110883238_0.png,6,1,8
Q110916591,Der Auseinandersetzer,public art,Other,https://upload.wikimedia.org/wikipedia/commons/7/72/Auseinandersetzer_%28Travem%C3%BCnde%29_2.jpg,1992,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q110916591_0.png,8,0,11
Q110970241,Horizontal Ambiguity,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/f/fa/Horizontal_Ambiguity%2C_Alan_Thornhill_20201001_120922_%2850403484728%29.jpg,2008,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q110970241_0.png,8,1,12
Q110970243,Punch & Judy,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/7/7e/Punch_%26_Judy%2C_Alan_Thornhill_20201001_115852_%2850404165416%29.jpg,2008,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q110970243_0.png,8,1,12
Q111009099,Berliner Originale,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/0/04/Skulptur_Am_Nu%C3%9Fbaum_%28Mitte%29_Berliner_Originale_Gerhard_Thieme_1987.jpg,1987,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q111009099_0.png,8,1,11
Q111033828,Hasensäule,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/1/17/Skulptur_Berolinastr_21_%28Mitte%29_Hasens%C3%A4ule%26Peter_Fritzsche%261972.jpg,1972,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q111033828_0.png,8,1,10
Q111134940,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/3/3d/Fluitspeler_vanLuijn_Julianapark.jpg,1966,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q111134940_0.png,8,1,10
Q111135028,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/9/9a/Exterieur_STANDBEELD_JAN_VAN_SCOREL_-_Utrecht_-_20277143_-_RCE.jpg,1983,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q111135028_0.png,8,1,11
Q111135098,Désiree,public art,stone,https://upload.wikimedia.org/wikipedia/commons/1/10/D%C3%A9siree_backside_Ellie_Hahn_Utrecht_Maliebaan.JPG,1993,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q111135098_0.png,8,6,11
Q111135137,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/6/6d/Liggend_Maja_van_Hall-Blom_Maliebaan.JPG,1984,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q111135137_0.png,8,6,11
Q111135234,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/5/51/Vogel_met_slang_in_de_bek_Gerard_H%C3%A9man_Tolsteegplantsoen_Utrecht.JPG,1972,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q111135234_0.png,8,6,10
Q111135239,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/6/6c/Wending_Wien_Cobbenhagen_Park_Vechtzoom_Utrecht.JPG,1988,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q111135239_0.png,8,1,11
Q111135279,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/b/b6/Zittende_Oude_Vrouw_Joop_Hekman_Utrecht_Julianapark.JPG,1946,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q111135279_0.png,8,1,9
Q111135295,Wim Sonneveld,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/6/63/Friso_Wiegersma_bij_de_portretbuste_van_cabaretier_Wim_Sonneveld_%281990%29.jpg,1990,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q111135295_0.png,8,1,11
Q111535782,Dreifigurengruppe,abstract art,stone,https://upload.wikimedia.org/wikipedia/commons/a/ad/Charlottenburg-Nord_Goebelplatz-004.JPG,1954,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q111535782_0.png,1,6,9
Q111584014,Escultura de san Pablo,religious art,wood,https://upload.wikimedia.org/wikipedia/commons/a/a2/San_Pablo%2C_por_Giraldo_de_Merlo%2C_en_el_Hospital_Tavera_de_Toledo.jpg,1626,5,1600-1699,/home3/jqwx33/SculptureMTL/selected_images/Q111584014_0.png,9,8,4
Q111603809,Aristoteles (sculpture),public art,bronze,https://upload.wikimedia.org/wikipedia/commons/e/e9/Kolleggeb%C3%A4ude_I_Figur_Eingang_rechts_Fr.jpg,1915,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q111603809_0.png,8,1,8
Q111603822,Homer (sculpture),public art,bronze,https://upload.wikimedia.org/wikipedia/commons/d/d0/Kolleggeb%C3%A4ude_I_Figur_Eingang_links_Fr.jpg,1915,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q111603822_0.png,8,1,8
Q111603838,Denkmal für die Gefallenen der Universität Freiburg,public art,stone,https://upload.wikimedia.org/wikipedia/commons/4/4e/Kunst_am_KGI_%28Freiburg_im_Breisgau%29_jm61240.jpg,1928,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q111603838_0.png,8,6,8
Q111609676,,religious art,wood,https://upload.wikimedia.org/wikipedia/commons/6/6e/San_Pedro%2C_por_Giraldo_de_Merlo%2C_en_el_Hospital_Tavera_de_Toledo.jpg,1626,5,1600-1699,/home3/jqwx33/SculptureMTL/selected_images/Q111609676_0.png,9,8,4
Q111697942,GUM,public art,marble,https://upload.wikimedia.org/wikipedia/commons/2/20/Freiburg_Sous_021-11.jpg,2007,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q111697942_0.png,8,3,12
Q111708545,Energie en tijd,public art,metal,https://upload.wikimedia.org/wikipedia/commons/e/ea/Energie_en_tijd_1.jpg,1962,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q111708545_0.png,8,4,10
Q111724556,,Other,terracotta,https://upload.wikimedia.org/wikipedia/commons/e/ea/Amants_de_Bordeaux_%28Pistillus_fecit%29.jpg,200,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q111724556_0.png,0,7,0
Q111916178,,public art,marble,https://upload.wikimedia.org/wikipedia/commons/e/e2/Felix_Soules_-_L%27enlevement_d%27Iphigenie.jpg,1892,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q111916178_0.png,8,3,7
Q111976779,Johan Cruijff Memorial Monument,public art,stone,https://upload.wikimedia.org/wikipedia/commons/1/12/2022_Gedenkteken_Johan_Cruijff_%283%29.jpg,2021,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q111976779_0.png,8,6,12
Q112079841,Klabautermann,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/5/5c/Klabautermann_Husum2008.jpg,1968,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q112079841_0.png,8,1,10
Q112656397,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/3/34/Delft_kunstwerk_3_variaties_met_vierkant_%282%29.jpg,1988,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q112656397_0.png,8,4,11
Q112656414,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/4/4f/Vier_Windstreken_Delft.JPG,1997,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q112656414_0.png,8,4,11
Q112663096,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/0/08/Alfred_Hrdlicka_-_Sterbender_%281955%29%2C_Stuttgart_P-185_v2.jpg,1955,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q112663096_0.png,8,1,9
Q112663111,,public art,marble,https://upload.wikimedia.org/wikipedia/commons/6/6e/H%C3%BCseyin_Altin_-_Intra_Muros_II_%281988%29%2C_Stuttgart_P-0349.jpg,1988,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q112663111_0.png,8,3,11
Q112663119,,public art,marble,https://upload.wikimedia.org/wikipedia/commons/8/87/Renate_Hoffleit_-_Morgen-Abend-Stele_%281985%29%2C_Stuttgart_P-0326.jpg,1985,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q112663119_0.png,8,3,11
Q112663123,,public art,Other,https://upload.wikimedia.org/wikipedia/commons/2/25/Pinuccio_Sciola_-_Labyrinth_II_%281985%29%2C_Stuttgart_P-0318.jpg,1985,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q112663123_0.png,8,0,11
Q112663128,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/8/86/Ernst-Reinhart_B%C3%B6hlig_-_Sebastian_%281982%29%2C_Stuttgart_P-0303.jpg,1982,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q112663128_0.png,8,1,11
Q112663130,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/8/80/Reinhard_Scherer_-_Gebogene_%281984%29%2C_Stuttgart_P-0300.jpg,1984,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q112663130_0.png,8,4,11
Q112663135,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/8/8e/Gerlinde_Beck_-_Stehende_Figur_%281973%29%2C_Stuttgart_P-0277_v2.jpg,1973,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q112663135_0.png,8,4,10
Q112663146,,public art,Other,https://upload.wikimedia.org/wikipedia/commons/b/b0/Skulpturen_in_Stuttgart%2C_0043.jpg,1980,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q112663146_0.png,8,0,10
Q113130520,Seemannsgarn,public art,metal,https://upload.wikimedia.org/wikipedia/commons/b/b9/Seemannsgarn_02.JPG,1994,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q113130520_0.png,8,4,11
Q113130724,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/5/53/Werftarbeiter_63.jpg,1982,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q113130724_0.png,8,1,11
Q113160040,Column of Humans,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/6/63/Menschens%C3%A4ule_am_Kasinoplatz_Oldenburg_1.jpg,1962,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q113160040_0.png,8,1,10
Q113178958,Three Will-o’-the-Wisps,public art,Other,https://upload.wikimedia.org/wikipedia/commons/0/04/M%C3%BCnster%2C_St.-Lamberti-Kirche%2C_K%C3%A4fige_--_2022_--_0062.jpg,1987,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q113178958_0.png,8,0,11
Q113355959,Head in Hand / Head with Twelve Eyes,public art,metal,"[https://upload.wikimedia.org/wikipedia/commons/a/a6/Sculpture_Kopf_in_der_Hand_Horst_Antes_Georgsplatz_Hanover_Germany_01.jpg, https://upload.wikimedia.org/wikipedia/commons/3/3a/Sculpture_Kopf_mit_zwoelf_Augen_Horst_Antes_Georgsplatz_Hanover_Germany_01.jpg]",1981,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q113355959_0.jpg,8,4,11
Q113368885,Butcher boy,public art,stone,https://upload.wikimedia.org/wikipedia/commons/b/bd/Berlin-Baumschulenweg_K%C3%B6penicker_Landstra%C3%9Fe_-_Puttenskulpturen_%284%29.JPG,1938,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q113368885_0.png,8,6,8
Q113454090,Neptune,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/d/db/Rendsburg_-_Hindenburgstra%C3%9Fe_-_Neptun-S%C3%A4ule_02_ies.jpg,1966,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q113454090_0.png,8,1,10
Q113620328,Sitting Fisherman,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/e/e3/Sitzender_Fischer_%28J%C3%B6rg_Plickat%2C_Kappeln%29.jpg,2003,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q113620328_0.png,8,1,12
Q113633151,The Author Johan Herman Wessel,Other,marble,https://upload.wikimedia.org/wikipedia/commons/a/ae/Julius_Middelthun_-_The_Author_Johan_Herman_Wessel_-_NG.S.00113_-_National_Museum_of_Art%2C_Architecture_and_Design.jpg,1860,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q113633151_0.png,0,3,7
Q113892728,Werdendes,abstract art,bronze,https://upload.wikimedia.org/wikipedia/commons/c/c0/Skulptur_Werdendes_Tony_Cragg_Luisenstra%C3%9Fe_Berlin_03.jpg,2020,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q113892728_0.png,1,1,12
Q114669113,,public art,wood,https://upload.wikimedia.org/wikipedia/commons/8/85/Jan_Kleingeld_-_Ligplaats_MS_Hope_-_1993.JPG,1993,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q114669113_0.png,8,8,11
Q115004843,Centaur and Nymph,mythological sculpture,Other,https://upload.wikimedia.org/wikipedia/commons/e/ee/Reinhold_Begas_Kentaur_Berlin_Zoo_img01.jpg,1901,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q115004843_0.png,5,0,8
Q115009921,Whale,public art,metal,https://upload.wikimedia.org/wikipedia/commons/a/a0/Skulptur_Am_Tegeler_Hafen_30_%28Tegel%29_Walfisch%261990.jpg,1990,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q115009921_0.png,8,4,11
Q115090232,Kinetic wind chime,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/3/31/Skulptur_Kurt-Pfennig-Platz_%28Temph%29_Windspiel_Hein_Sinken_1977.jpg,1966,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q115090232_0.png,1,4,10
Q115093543,Shadow,abstract art,stone,https://upload.wikimedia.org/wikipedia/commons/6/62/Einbecker_Stra%C3%9Fe_Berlin-Frf_124-176.JPG,1995,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q115093543_0.png,1,6,11
Q115103612,,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/d/db/Bustes_des_12_C%C3%A9sars_05.jpg,1800,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q115103612_0.png,7,3,5
Q115131610,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/5/51/Maurice_Journ%C3%A8s_-_Monument_%C3%A0_Fran%C3%A7ois_Soubies_06.jpg,1876,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q115131610_0.png,8,6,7
Q115269527,,portrait,plaster,https://upload.wikimedia.org/wikipedia/commons/e/ec/Antoinette-Garbielle_Charpentier--Claude-Andr%C3%A9_Deseine_IMG_2307.JPG,1793,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q115269527_0.png,7,5,5
Q115411027,St Notburga,religious art,wood,https://upload.wikimedia.org/wikipedia/commons/d/d2/Saint_Notburga%2C_by_Christian_Jorhan_the_elder%2C_Landshut%2C_c._1775-1780%2C_limewood%2C_polychrome_and_gilt%2C_sickle_restored_-_Germanisches_Nationalmuseum_-_Nuremberg%2C_Germany_-_DSC03801.jpg,1770,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q115411027_0.png,9,8,5
Q115435001,Teenage beardless Apostle (I),religious art,Other,https://upload.wikimedia.org/wikipedia/commons/c/cb/Sechs_Apostel_Nuernberg_um_1420_Ton_gebrannt_GNM_Nuernberg-6.jpg,1420,3,1400-1499,/home3/jqwx33/SculptureMTL/selected_images/Q115435001_0.png,9,0,2
Q115435178,Teenage beardless Apostle (II),religious art,Other,https://upload.wikimedia.org/wikipedia/commons/3/3c/Sechs_Apostel_Nuernberg_um_1420_Ton_gebrannt_GNM_Nuernberg-2.jpg,1420,3,1400-1499,/home3/jqwx33/SculptureMTL/selected_images/Q115435178_0.png,9,0,2
Q115478893,Flying Mercury,mythological sculpture,bronze,https://upload.wikimedia.org/wikipedia/commons/4/41/Hubert_Gerhard_Merkur_1590-1600-1.jpg,1590,4,1500-1599,/home3/jqwx33/SculptureMTL/selected_images/Q115478893_0.png,5,1,3
Q115598168,Naked Old Woman,nude,wood,https://upload.wikimedia.org/wikipedia/commons/f/f6/Daniel_Mauch_Nackte_Alte_Liebieghaus_606.jpg,1520,4,1500-1599,/home3/jqwx33/SculptureMTL/selected_images/Q115598168_0.png,6,8,3
Q115697403,Großer verschnürter Kopf,public art,stone,https://upload.wikimedia.org/wikipedia/commons/a/a7/Rainer_Kriester_-_Gro%C3%9Fer_verschn%C3%BCrter_Kopf.jpg,1981,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q115697403_0.png,8,6,11
Q115769391,Facade sculpture,public art,metal,https://upload.wikimedia.org/wikipedia/commons/b/b3/Skulptur_Lauenburger_Str_110_%28Stegl%29_Biochemischer_Vorgang%26Dietrich_Klakow%261975.jpg,1985,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q115769391_0.png,8,4,11
Q115877634,Schlüssel zur Welt – Welt der Schlüssel,public art,metal,https://upload.wikimedia.org/wikipedia/commons/f/f2/Skulptur_Gallwitzallee_1_%28Lankw%29_Schl%C3%BCssel_zur_Welt%26Ro%C3%9Fkamp_Petit%262017.jpg,2017,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q115877634_0.png,8,4,12
Q593202,Dona i Ocell,public art,stone,"[https://upload.wikimedia.org/wikipedia/commons/c/cb/Dona_i_Ocell.JPG, https://upload.wikimedia.org/wikipedia/commons/9/9b/Joan_Miro_-_Dona_i_ocell_%281%29.jpg]",1983,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q593202_0.png,8,6,11
Q635182,equestrian statue of Domitian,equestrian statue,bronze,https://upload.wikimedia.org/wikipedia/commons/0/0a/Domiziano%2C_emissione_dell%2781-96_ca._02.JPG,91,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q635182_0.png,3,1,0
Q658992,Green Caesar,portrait,Other,https://upload.wikimedia.org/wikipedia/commons/e/ed/Caesar-Altes-Museum-Berlin.jpg,1,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q658992_0.png,7,0,0
Q766487,David,religious art,marble,"[https://upload.wikimedia.org/wikipedia/commons/6/65/Bernini%27s_David.jpg, https://upload.wikimedia.org/wikipedia/commons/b/b3/David_by_Bernini%2C_1623-1624%2C_Villa_Borghese%2C_Rome.jpg]",1624,5,1600-1699,/home3/jqwx33/SculptureMTL/selected_images/Q766487_0.png,9,3,4
Q771017,Equestrian statue of Gattamelata,equestrian statue,bronze,https://upload.wikimedia.org/wikipedia/commons/3/37/Gattamelata.jpg,1453,3,1400-1499,/home3/jqwx33/SculptureMTL/selected_images/Q771017_0.png,3,1,2
Q1325290,Angel of the North,public art,metal,https://upload.wikimedia.org/wikipedia/commons/5/5a/Fly-Angel.jpg,1994,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q1325290_0.png,8,4,11
Q1428547,Verity,public art,metal,https://upload.wikimedia.org/wikipedia/commons/a/a7/Verity.jpg,2012,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q1428547_0.png,8,4,12
Q1439502,Napoleon as Mars the Peacemaker,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/1/16/Napoleon-Canova-London_JBU01.jpg,1806,7,1800-1849,/home3/jqwx33/SculptureMTL/selected_images/Q1439502_0.png,7,3,6
Q1532554,New England Holocaust Memorial,public art,Other,https://upload.wikimedia.org/wikipedia/commons/f/fd/New_England_Holocaust_Memorial%2C_boston_2.JPG,1995,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q1532554_0.png,8,0,11
Q1624279,Holbeinpferd,public art,stone,https://upload.wikimedia.org/wikipedia/commons/7/7f/Das_Holbeinpferd_in_Regenbogenfarben.jpg,1936,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q1624279_0.png,8,6,8
Q1805917,Large Nijinsky Hare on Anvil Point,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/8/82/O%27Connell_Bridge_Late_One_Evening-ml.jpg,2001,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q1805917_0.png,8,1,12
Q1878666,Rondanini Pietà,group of statues,marble,https://upload.wikimedia.org/wikipedia/commons/4/44/Michelangelo_piet%C3%A0_rondanini.jpg,1564,4,1500-1599,/home3/jqwx33/SculptureMTL/selected_images/Q1878666_0.png,4,3,3
Q1969384,Railway Tunnel,public art,stone,https://upload.wikimedia.org/wikipedia/commons/1/12/Kunstwerk_Hoge_Bergse_Bos.jpg,2006,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q1969384_0.png,8,6,12
Q1999090,Ketelhuis Noordoostpolder,public art,stone,https://upload.wikimedia.org/wikipedia/commons/6/66/Ketelbrug_30-06-2019._%28actm.%29._24.jpg,1993,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q1999090_0.png,8,6,11
